PRISM Time Series Data
Location:  Lat: 33.6493   Lon: -111.8585   Elev: 529m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 800m
Period: 2016-01-01 - 2024-12-31
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2025-Jul-16
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2022-07-09,0.00,27.6,35.0,42.4
2022-07-10,0.00,29.2,35.9,42.5
2022-07-11,0.00,30.7,36.6,42.4
2022-07-12,0.00,30.9,37.5,44.1
2022-07-13,0.00,31.4,36.8,42.1
2022-07-14,0.00,31.7,37.1,42.5
2022-07-15,0.45,29.2,35.7,42.1
2022-07-16,0.00,30.3,36.5,42.7
2022-07-17,1.97,29.4,36.6,43.8
2022-07-18,3.27,26.0,33.9,41.8
2022-07-19,0.00,26.8,33.2,39.5
2022-07-20,0.00,30.5,36.2,41.8
2022-07-21,0.00,31.6,36.7,41.8
2022-07-22,0.00,31.7,36.4,41.2
2022-07-23,0.00,32.7,37.7,42.7
2022-07-24,0.00,28.6,34.0,39.3
2022-07-25,0.00,26.8,31.3,35.8
2022-07-26,1.10,24.9,30.5,36.0
2022-07-27,0.82,25.6,30.2,34.9
2022-07-28,4.35,27.1,30.2,33.4
2022-07-29,7.60,24.7,28.0,31.3
2022-07-30,0.00,25.3,30.2,35.1
2022-07-31,23.72,23.5,30.4,37.3
2022-08-01,0.00,25.4,31.1,36.9
2022-08-02,0.00,28.0,32.9,37.9
2022-08-03,0.00,29.2,34.2,39.2
2022-08-04,4.26,25.8,30.8,35.7
2022-08-05,0.00,23.9,28.6,33.3
2022-08-06,0.00,25.8,31.7,37.6
2022-08-07,0.00,28.1,34.3,40.5
2022-08-08,0.00,28.7,33.6,38.5
2022-08-09,7.88,23.1,30.5,38.0
2022-08-10,0.00,24.4,30.0,35.7
2022-08-11,0.00,28.0,32.7,37.4
2022-08-12,0.00,27.8,33.1,38.5
2022-08-13,31.22,23.3,30.7,38.1
2022-08-14,2.76,25.6,31.8,38.0
2022-08-15,0.29,25.7,30.7,35.8
2022-08-16,0.00,25.4,31.0,36.6
2022-08-17,0.00,27.9,33.1,38.4
2022-08-18,0.00,26.5,32.7,38.9
2022-08-19,4.29,25.2,31.8,38.4
2022-08-20,11.28,24.1,29.5,34.9
2022-08-21,0.00,25.0,29.1,33.2
2022-08-22,2.97,23.9,29.0,34.0
2022-08-23,0.00,23.9,29.5,35.1
2022-08-24,2.13,26.6,32.3,38.0
2022-08-25,0.00,26.4,31.3,36.3
2022-08-26,0.00,27.7,32.5,37.3
2022-08-27,0.00,28.2,33.3,38.4
2022-08-28,0.00,27.1,32.3,37.4
2022-08-29,0.00,26.9,32.2,37.5
2022-08-30,0.00,27.7,33.9,40.0
2022-08-31,0.00,28.1,35.1,42.1
2022-09-01,0.00,28.9,34.7,40.5
2022-09-02,0.00,28.5,33.9,39.3
2022-09-03,0.00,28.0,33.8,39.5
2022-09-04,0.00,28.0,34.1,40.2
2022-09-05,0.00,28.4,34.5,40.5
2022-09-06,0.00,28.2,34.5,40.7
2022-09-07,0.00,27.8,34.5,41.2
2022-09-08,0.00,27.3,33.5,39.7
2022-09-09,0.00,27.4,32.8,38.2
2022-09-10,6.46,22.8,29.2,35.6
2022-09-11,0.00,22.9,28.0,33.1
2022-09-12,7.25,22.5,29.8,37.1
2022-09-13,0.00,23.9,29.2,34.4
2022-09-14,0.00,24.1,28.7,33.2
2022-09-15,0.00,23.4,28.8,34.2
2022-09-16,0.00,23.2,28.9,34.6
2022-09-17,0.00,23.3,28.8,34.3
2022-09-18,0.00,22.0,28.6,35.3
2022-09-19,0.00,21.1,28.9,36.7
2022-09-20,0.00,23.6,30.8,38.0
2022-09-21,0.61,24.1,29.4,34.8
2022-09-22,2.64,24.4,27.0,29.6
2022-09-23,0.58,24.5,28.4,32.3
2022-09-24,0.00,24.3,30.3,36.3
2022-09-25,0.00,23.6,30.6,37.6
2022-09-26,0.00,24.0,31.1,38.1
2022-09-27,0.00,25.3,31.8,38.4
2022-09-28,0.00,26.9,32.1,37.3
2022-09-29,0.00,24.2,30.4,36.6
2022-09-30,0.00,22.8,29.0,35.1
2022-10-01,0.00,21.7,28.1,34.5
2022-10-02,0.00,22.0,27.9,33.8
2022-10-03,0.00,23.2,28.7,34.1
2022-10-04,1.38,19.9,27.4,34.9
2022-10-05,0.00,20.1,26.1,32.1
2022-10-06,0.00,20.9,26.8,32.6
2022-10-07,0.00,22.4,27.5,32.5
2022-10-08,0.00,21.5,26.5,31.5
2022-10-09,0.65,21.3,25.8,30.3
2022-10-10,0.00,20.4,25.4,30.5
2022-10-11,0.00,20.5,25.7,31.0
2022-10-12,0.00,20.4,26.2,31.9
2022-10-13,0.00,20.1,26.5,32.9
2022-10-14,0.00,21.1,27.7,34.2
2022-10-15,0.00,20.4,27.4,34.4
2022-10-16,24.44,16.9,21.5,26.0
2022-10-17,0.00,15.9,20.0,24.2
2022-10-18,0.00,16.4,22.0,27.5
2022-10-19,0.00,18.7,23.7,28.6
2022-10-20,0.00,18.9,24.1,29.2
2022-10-21,0.00,18.8,24.8,30.9
2022-10-22,0.00,17.7,24.0,30.3
2022-10-23,0.00,18.4,23.6,28.8
2022-10-24,0.00,11.6,17.1,22.6
2022-10-25,0.00,9.5,15.2,20.9
2022-10-26,0.00,10.0,16.5,23.0
2022-10-27,0.00,10.2,17.1,24.0
2022-10-28,0.00,11.0,18.2,25.3
2022-10-29,0.00,11.4,18.3,25.3
2022-10-30,0.00,13.6,20.2,26.8
2022-10-31,0.00,12.8,18.8,24.8
2022-11-01,0.00,12.2,19.6,26.9
2022-11-02,0.00,13.7,19.5,25.3
2022-11-03,0.48,13.6,18.7,23.8
2022-11-04,2.18,5.4,9.7,14.0
2022-11-05,0.00,4.9,10.4,16.0
2022-11-06,0.00,7.3,13.2,19.1
2022-11-07,0.00,8.9,16.7,24.5
2022-11-08,0.00,10.5,17.7,24.9
2022-11-09,0.00,11.0,17.7,24.3
2022-11-10,2.12,9.7,14.4,19.2
2022-11-11,0.00,7.6,13.2,18.9
2022-11-12,0.00,7.3,13.5,19.8
2022-11-13,0.00,6.6,14.2,21.7
2022-11-14,0.00,6.2,12.0,17.8
2022-11-15,0.00,5.6,11.7,17.7
2022-11-16,0.00,6.6,13.8,21.0
2022-11-17,0.00,7.9,14.0,20.1
2022-11-18,0.00,7.6,14.2,20.8
2022-11-19,0.00,8.0,14.1,20.3
2022-11-20,0.00,9.1,15.6,22.0
2022-11-21,0.00,8.5,15.0,21.5
2022-11-22,0.00,7.9,15.0,22.0
2022-11-23,0.00,8.8,15.7,22.5
2022-11-24,0.00,7.9,14.4,20.9
2022-11-25,0.00,10.5,15.2,20.0
2022-11-26,0.00,6.2,13.4,20.6
2022-11-27,0.00,5.2,11.8,18.3
2022-11-28,0.00,4.6,11.8,18.9
2022-11-29,0.00,6.7,13.2,19.7
2022-11-30,0.00,6.6,12.2,17.8
2022-12-01,0.00,8.6,14.8,21.1
2022-12-02,0.00,7.7,14.4,21.1
2022-12-03,0.00,9.5,14.5,19.6
2022-12-04,22.84,9.9,13.0,16.2
2022-12-05,2.43,13.7,15.7,17.7
2022-12-06,0.00,11.9,15.4,19.0
2022-12-07,0.00,11.3,15.0,18.7
2022-12-08,0.00,6.6,11.6,16.5
2022-12-09,0.00,6.1,12.0,17.9
2022-12-10,0.00,5.2,11.3,17.3
2022-12-11,0.00,4.7,11.4,18.1
2022-12-12,6.83,4.9,11.9,18.8
2022-12-13,1.87,5.9,8.6,11.3
2022-12-14,0.35,2.0,6.2,10.5
2022-12-15,0.00,1.6,6.3,11.1
2022-12-16,0.00,1.9,7.1,12.3
2022-12-17,0.00,2.7,8.7,14.7
2022-12-18,0.00,2.3,9.0,15.7
2022-12-19,0.00,3.5,9.3,15.1
2022-12-20,0.00,3.8,9.9,15.9
2022-12-21,0.00,6.1,11.8,17.6
2022-12-22,0.00,3.4,10.5,17.5
2022-12-23,0.00,5.1,11.0,16.9
2022-12-24,0.00,6.8,12.9,19.0
2022-12-25,0.00,8.3,14.5,20.7
2022-12-26,0.00,9.0,15.6,22.2
2022-12-27,0.00,10.5,16.3,22.1
2022-12-28,3.26,9.7,15.4,21.2
2022-12-29,13.49,8.4,10.1,11.7
2022-12-30,0.85,7.9,11.5,15.0
2022-12-31,0.00,10.0,12.0,14.0
2023-01-01,0.00,10.8,14.2,17.6
2023-01-02,21.59,7.3,10.9,14.6
2023-01-03,0.43,7.2,9.9,12.6
2023-01-04,0.00,7.4,10.8,14.1
2023-01-05,0.00,8.3,12.9,17.6
2023-01-06,0.00,7.5,12.4,17.3
2023-01-07,0.00,5.9,11.1,16.3
2023-01-08,0.00,5.7,13.1,20.4
2023-01-09,0.00,6.7,14.1,21.4
2023-01-10,0.00,7.4,13.4,19.5
2023-01-11,0.00,8.5,14.3,20.1
2023-01-12,0.00,6.5,11.8,17.1
2023-01-13,0.00,6.9,14.7,22.4
2023-01-14,0.00,10.7,16.9,23.2
2023-01-15,1.23,8.1,13.4,18.7
2023-01-16,6.33,9.2,11.4,13.6
2023-01-17,8.44,8.8,11.1,13.5
2023-01-18,0.00,6.9,9.5,12.1
2023-01-19,0.00,3.8,8.6,13.3
2023-01-20,0.00,3.5,8.8,14.2
2023-01-21,0.00,3.3,7.7,12.1
2023-01-22,0.00,2.2,8.1,14.0
2023-01-23,0.00,1.7,7.6,13.5
2023-01-24,0.00,0.4,3.9,7.4
2023-01-25,0.00,-0.4,5.3,10.9
2023-01-26,0.00,0.6,7.7,14.8
2023-01-27,0.00,3.4,9.6,15.7
2023-01-28,0.00,2.1,9.2,16.4
2023-01-29,0.00,2.0,9.3,16.6
2023-01-30,0.00,3.8,11.2,18.5
2023-01-31,0.00,5.7,10.1,14.4
2023-02-01,0.00,6.4,11.4,16.3
2023-02-02,0.00,5.6,12.4,19.1
2023-02-03,0.00,5.8,12.3,18.7
2023-02-04,0.00,9.2,15.6,22.1
2023-02-05,0.00,7.9,15.7,23.5
2023-02-06,0.00,7.0,14.2,21.4
2023-02-07,0.00,6.3,12.2,18.1
2023-02-08,0.00,6.0,12.3,18.7
2023-02-09,0.00,5.1,11.8,18.5
2023-02-10,0.00,4.7,11.7,18.7
2023-02-11,0.00,8.9,14.6,20.4
2023-02-12,0.00,9.9,15.7,21.5
2023-02-13,0.00,7.9,16.0,24.1
2023-02-14,1.52,6.5,9.3,12.1
2023-02-15,8.20,3.3,7.4,11.4
2023-02-16,0.00,1.3,5.7,10.2
2023-02-17,0.00,1.4,7.5,13.5
2023-02-18,0.00,6.3,11.6,17.0
2023-02-19,0.00,10.4,15.7,21.0
2023-02-20,0.00,10.1,15.9,21.6
2023-02-21,0.00,10.2,16.5,22.8
2023-02-22,2.98,11.2,14.0,16.8
2023-02-23,0.55,7.3,9.8,12.3
2023-02-24,0.00,5.4,9.1,12.8
2023-02-25,0.00,5.9,11.6,17.4
2023-02-26,4.94,5.2,13.7,22.2
2023-02-27,0.73,3.8,8.0,12.1
2023-02-28,0.00,3.4,9.5,15.6
2023-03-01,0.00,5.0,10.3,15.5
2023-03-02,26.38,2.9,9.0,15.1
2023-03-03,0.00,3.2,6.9,10.5
2023-03-04,0.00,3.9,9.5,15.1
2023-03-05,0.00,5.5,12.1,18.7
2023-03-06,0.00,7.0,13.6,20.1
2023-03-07,0.00,9.6,15.4,21.1
2023-03-08,0.00,8.4,14.7,21.1
2023-03-09,0.00,8.3,15.2,22.2
2023-03-10,0.00,9.1,15.6,22.2
2023-03-11,0.00,10.2,17.1,24.0
2023-03-12,0.00,12.7,17.7,22.6
2023-03-13,0.00,11.3,18.0,24.7
2023-03-14,0.00,10.9,17.4,23.9
2023-03-15,0.00,11.2,17.8,24.5
2023-03-16,16.98,9.6,13.2,16.7
2023-03-17,0.00,9.4,14.3,19.3
2023-03-18,0.00,9.4,15.1,20.8
2023-03-19,0.00,10.9,16.0,21.2
2023-03-20,0.00,12.2,15.9,19.7
2023-03-21,4.56,12.7,16.2,19.7
2023-03-22,14.38,13.4,14.9,16.4
2023-03-23,3.06,7.0,11.3,15.6
2023-03-24,1.12,6.5,12.3,18.2
2023-03-25,0.00,6.9,12.5,18.2
2023-03-26,0.00,6.1,12.7,19.3
2023-03-27,0.00,5.8,12.1,18.3
2023-03-28,0.00,8.4,14.8,21.2
2023-03-29,0.00,8.1,16.7,25.2
2023-03-30,0.00,9.1,17.4,25.6
2023-03-31,0.00,6.6,11.6,16.6
2023-04-01,0.00,6.6,13.3,20.0
2023-04-02,0.00,9.2,17.6,26.0
2023-04-03,0.00,10.2,17.6,25.0
2023-04-04,0.00,8.1,16.5,25.0
2023-04-05,0.00,4.7,9.6,14.5
2023-04-06,0.00,4.7,11.8,19.0
2023-04-07,0.00,8.1,16.8,25.5
2023-04-08,0.00,10.2,18.4,26.6
2023-04-09,0.00,11.0,19.1,27.2
2023-04-10,0.00,14.3,22.5,30.7
2023-04-11,0.00,17.4,26.1,34.9
2023-04-12,0.00,17.9,26.6,35.3
2023-04-13,0.00,16.6,23.7,30.8
2023-04-14,0.00,13.3,19.5,25.6
2023-04-15,0.00,12.1,17.7,23.3
2023-04-16,0.00,12.4,20.5,28.5
2023-04-17,0.00,14.6,22.6,30.7
2023-04-18,0.00,14.8,22.7,30.6
2023-04-19,0.00,15.5,21.4,27.3
2023-04-20,0.00,13.0,19.0,25.0
2023-04-21,0.00,13.0,20.5,27.9
2023-04-22,0.00,14.4,22.1,29.8
2023-04-23,0.00,15.9,23.9,31.9
2023-04-24,0.00,17.0,24.4,31.8
2023-04-25,0.00,17.6,24.1,30.6
2023-04-26,0.00,17.3,23.6,29.8
2023-04-27,0.00,16.4,23.3,30.2
2023-04-28,0.00,16.6,24.7,32.8
2023-04-29,0.00,17.5,26.5,35.4
2023-04-30,0.00,18.9,27.2,35.4
2023-05-01,0.00,18.8,27.7,36.6
2023-05-02,0.00,16.7,24.7,32.7
2023-05-03,0.00,16.2,23.2,30.3
2023-05-04,0.00,15.7,22.6,29.4
2023-05-05,0.00,13.5,19.1,24.7
2023-05-06,0.00,13.4,19.2,25.0
2023-05-07,0.00,13.5,20.4,27.3
2023-05-08,0.00,14.3,21.8,29.3
2023-05-09,0.00,15.8,23.4,31.1
2023-05-10,0.00,16.4,23.8,31.3
2023-05-11,0.00,14.5,19.4,24.4
2023-05-12,0.00,14.5,22.1,29.8
2023-05-13,0.00,17.6,25.5,33.4
2023-05-14,0.00,19.8,27.1,34.4
2023-05-15,0.00,24.0,29.9,35.7
2023-05-16,0.00,24.9,30.7,36.4
2023-05-17,0.00,23.0,29.9,36.8
2023-05-18,2.78,21.9,28.5,35.1
2023-05-19,0.55,21.4,28.0,34.5
2023-05-20,0.00,20.3,25.8,31.2
2023-05-21,0.00,19.9,27.0,34.1
2023-05-22,0.00,21.7,28.7,35.7
2023-05-23,0.00,22.0,28.8,35.7
2023-05-24,0.00,21.2,28.4,35.7
2023-05-25,0.00,20.6,27.5,34.4
2023-05-26,0.00,19.8,27.1,34.3
2023-05-27,0.00,19.3,26.3,33.3
2023-05-28,0.00,18.8,26.0,33.3
2023-05-29,0.00,19.0,26.7,34.4
2023-05-30,0.00,19.8,27.3,34.7
2023-05-31,0.00,18.9,26.6,34.3
2023-06-01,0.00,17.8,24.4,31.0
2023-06-02,0.00,18.1,24.5,30.8
2023-06-03,0.00,19.2,25.8,32.4
2023-06-04,0.00,20.9,28.3,35.7
2023-06-05,0.00,22.4,29.8,37.3
2023-06-06,0.00,20.1,29.0,37.9
2023-06-07,0.00,18.9,26.9,34.9
2023-06-08,0.00,18.1,25.5,32.9
2023-06-09,0.00,18.4,25.5,32.6
2023-06-10,0.00,19.0,26.0,33.1
2023-06-11,0.00,19.5,27.4,35.4
2023-06-12,0.00,19.5,25.7,31.9
2023-06-13,0.00,18.9,24.7,30.5
2023-06-14,0.00,19.7,26.2,32.8
2023-06-15,0.00,20.2,27.4,34.7
2023-06-16,0.00,21.6,28.1,34.6
2023-06-17,0.00,21.8,28.9,36.0
2023-06-18,0.00,22.2,29.6,37.1
2023-06-19,0.00,23.3,30.9,38.4
2023-06-20,0.00,23.3,30.2,37.2
2023-06-21,0.00,22.8,29.7,36.7
2023-06-22,0.00,22.1,30.0,37.9
2023-06-23,0.00,21.7,29.6,37.5
2023-06-24,0.00,19.5,27.2,34.8
2023-06-25,0.00,20.0,28.6,37.2
2023-06-26,0.00,22.8,31.4,39.9
2023-06-27,0.00,23.9,32.3,40.7
2023-06-28,0.00,23.9,31.6,39.3
2023-06-29,0.00,23.5,31.0,38.5
2023-06-30,0.00,22.7,30.3,38.0
2023-07-01,0.00,21.8,31.1,40.3
2023-07-02,0.00,24.7,33.5,42.3
2023-07-03,0.00,25.5,34.1,42.8
2023-07-04,0.00,26.4,34.9,43.4
2023-07-05,0.00,26.6,34.0,41.3
2023-07-06,0.00,25.6,33.0,40.4
2023-07-07,0.00,25.7,34.2,42.7
2023-07-08,0.00,26.0,33.6,41.2
2023-07-09,0.00,26.0,33.7,41.3
2023-07-10,0.00,27.1,34.2,41.3
2023-07-11,0.00,29.0,34.7,40.4
2023-07-12,0.00,31.0,35.6,40.2
2023-07-13,0.00,31.0,35.7,40.3
2023-07-14,0.00,30.8,36.4,42.1
2023-07-15,0.00,30.5,37.0,43.4
2023-07-16,0.00,30.4,37.7,44.9
2023-07-17,0.00,31.9,37.2,42.6
2023-07-18,0.00,31.6,37.6,43.7
2023-07-19,0.00,31.0,37.6,44.2
2023-07-20,0.00,30.5,37.7,44.8
2023-07-21,0.00,29.3,37.1,44.8
2023-07-22,0.00,30.2,36.8,43.4
2023-07-23,0.00,30.6,37.5,44.4
2023-07-24,0.00,30.1,36.0,41.9
2023-07-25,0.00,31.4,37.6,43.7
2023-07-26,0.00,30.9,37.7,44.4
2023-07-27,3.81,26.8,35.8,44.7
2023-07-28,0.00,28.9,35.8,42.7
2023-07-29,0.00,31.4,37.3,43.1
2023-07-30,0.00,31.6,37.3,43.0
2023-07-31,0.39,26.9,34.1,41.4
2023-08-01,0.53,26.6,32.5,38.5
2023-08-02,0.00,27.9,33.6,39.2
2023-08-03,0.00,29.9,35.1,40.2
2023-08-04,0.00,27.8,34.5,41.2
2023-08-05,0.00,27.3,34.9,42.5
2023-08-06,0.00,28.0,35.5,42.9
2023-08-07,0.00,29.2,35.4,41.6
2023-08-08,0.98,31.2,35.8,40.5
2023-08-09,0.36,27.9,33.6,39.3
2023-08-10,0.00,30.3,34.9,39.5
2023-08-11,0.00,29.6,34.2,38.9
2023-08-12,0.00,29.1,33.8,38.4
2023-08-13,0.00,28.8,33.7,38.6
2023-08-14,0.00,28.5,34.1,39.7
2023-08-15,0.00,28.7,33.6,38.5
2023-08-16,0.72,29.8,35.3,40.8
2023-08-17,1.17,29.7,36.0,42.3
2023-08-18,0.00,29.1,35.9,42.7
2023-08-19,0.00,29.0,33.8,38.6
2023-08-20,0.00,27.0,30.0,32.9
2023-08-21,1.02,25.5,31.0,36.6
2023-08-22,2.34,23.8,27.9,32.1
2023-08-23,0.00,24.5,31.4,38.4
2023-08-24,0.00,29.0,33.9,38.8
2023-08-25,0.00,29.2,33.9,38.5
2023-08-26,0.00,29.3,35.4,41.5
2023-08-27,0.00,31.1,36.6,42.2
2023-08-28,0.54,30.5,36.6,42.7
2023-08-29,0.00,30.9,37.6,44.2
2023-08-30,0.00,31.5,37.2,43.0
2023-08-31,0.00,31.1,36.4,41.6
2023-09-01,10.07,23.2,31.6,40.1
2023-09-02,0.62,24.6,27.1,29.5
2023-09-03,0.00,24.9,29.6,34.3
2023-09-04,0.00,24.6,30.3,36.0
2023-09-05,0.00,24.0,30.0,36.1
2023-09-06,0.00,23.5,30.1,36.8
2023-09-07,0.00,23.7,31.0,38.3
2023-09-08,0.00,24.3,32.0,39.6
2023-09-09,0.00,27.1,34.1,41.1
2023-09-10,0.00,28.8,35.9,43.0
2023-09-11,0.00,28.7,35.5,42.2
2023-09-12,0.00,28.5,33.4,38.2
2023-09-13,9.20,23.3,29.2,35.2
2023-09-14,0.46,23.5,28.4,33.3
2023-09-15,0.00,23.7,29.6,35.4
2023-09-16,0.00,23.7,30.3,36.8
2023-09-17,0.00,23.5,30.8,38.2
2023-09-18,0.00,23.5,30.8,38.0
2023-09-19,0.00,21.7,28.7,35.8
2023-09-20,0.00,20.9,27.8,34.8
2023-09-21,0.00,20.6,27.5,34.3
2023-09-22,0.00,19.9,26.9,33.8
2023-09-23,0.00,21.8,27.9,34.1
2023-09-24,0.00,21.6,27.3,33.0
2023-09-25,0.00,21.3,28.2,35.1
2023-09-26,0.00,21.6,29.1,36.7
2023-09-27,0.00,21.9,30.0,38.1
2023-09-28,0.00,21.7,29.8,37.9
2023-09-29,0.00,21.2,28.7,36.1
2023-09-30,0.00,20.6,28.0,35.4
2023-10-01,0.00,19.3,26.8,34.3
2023-10-02,0.00,16.9,22.5,28.1
2023-10-03,0.00,16.5,22.0,27.5
2023-10-04,0.00,16.9,23.0,29.1
2023-10-05,0.00,18.3,25.4,32.6
2023-10-06,0.00,21.7,28.7,35.6
2023-10-07,0.00,23.2,30.5,37.9
2023-10-08,0.00,25.0,30.7,36.3
2023-10-09,0.00,24.3,30.2,36.1
2023-10-10,0.00,22.4,28.9,35.4
2023-10-11,0.00,21.2,27.4,33.5
2023-10-12,0.00,17.3,24.2,31.0
2023-10-13,0.00,16.6,23.1,29.6
2023-10-14,0.00,17.3,23.7,30.1
2023-10-15,0.00,18.6,25.2,31.8
2023-10-16,0.00,20.0,28.3,36.6
2023-10-17,0.00,23.3,30.7,38.0
2023-10-18,0.00,20.6,28.2,35.7
2023-10-19,0.00,21.5,28.8,36.0
2023-10-20,0.00,22.4,30.4,38.3
2023-10-21,0.00,22.4,30.1,37.8
2023-10-22,0.00,20.1,28.0,35.8
2023-10-23,0.00,18.9,26.3,33.8
2023-10-24,0.00,18.0,23.5,28.9
2023-10-25,0.00,16.0,21.8,27.6
2023-10-26,0.00,15.4,20.9,26.3
2023-10-27,0.00,16.6,21.5,26.3
2023-10-28,0.00,16.0,22.1,28.3
2023-10-29,0.00,12.6,19.7,26.9
2023-10-30,0.00,12.8,18.6,24.3
2023-10-31,0.00,12.3,18.7,25.2
2023-11-01,0.00,12.6,18.9,25.2
2023-11-02,0.00,13.6,20.0,26.4
2023-11-03,0.00,13.4,20.8,28.2
2023-11-04,0.00,13.5,21.4,29.2
2023-11-05,0.00,14.4,22.3,30.3
2023-11-06,0.00,14.9,23.6,32.3
2023-11-07,0.00,15.3,23.3,31.3
2023-11-08,0.00,14.0,21.6,29.2
2023-11-09,0.00,11.7,18.0,24.2
2023-11-10,0.00,11.8,18.0,24.2
2023-11-11,0.00,10.9,17.3,23.8
2023-11-12,0.00,13.1,19.1,25.1
2023-11-13,0.00,14.6,20.7,26.8
2023-11-14,0.00,17.9,23.0,28.0
2023-11-15,0.00,18.2,23.3,28.4
2023-11-16,0.00,17.9,23.3,28.6
2023-11-17,0.00,14.8,19.3,23.8
2023-11-18,3.43,15.5,20.5,25.4
2023-11-19,4.75,14.4,18.3,22.2
2023-11-20,0.00,11.1,15.8,20.5
2023-11-21,0.00,10.6,16.6,22.6
2023-11-22,0.00,12.2,18.1,24.0
2023-11-23,0.00,10.6,17.1,23.7
2023-11-24,0.00,9.3,15.0,20.7
2023-11-25,0.00,9.6,14.6,19.7
2023-11-26,0.00,7.7,13.1,18.4
2023-11-27,0.00,7.6,13.9,20.3
2023-11-28,0.00,11.7,17.0,22.2
2023-11-29,0.00,11.1,17.4,23.6
2023-11-30,0.00,9.9,15.1,20.3
2023-12-01,3.21,8.7,12.2,15.7
2023-12-02,0.00,7.4,11.6,15.9
2023-12-03,0.00,6.3,11.5,16.8
2023-12-04,0.00,7.2,12.6,18.0
2023-12-05,0.00,7.1,12.9,18.6
2023-12-06,0.00,11.8,19.4,27.1
2023-12-07,0.00,10.6,18.7,26.9
2023-12-08,0.00,8.6,15.6,22.5
2023-12-09,0.00,7.4,13.6,19.8
2023-12-10,0.00,6.9,12.5,18.1
2023-12-11,0.00,8.0,14.3,20.6
2023-12-12,0.00,8.9,15.5,22.1
2023-12-13,0.00,6.0,13.4,20.8
2023-12-14,0.00,5.2,12.1,19.1
2023-12-15,0.00,5.3,12.2,19.2
2023-12-16,0.00,9.2,16.5,23.8
2023-12-17,0.00,11.8,18.2,24.6
2023-12-18,0.00,11.1,18.3,25.5
2023-12-19,0.00,13.4,18.3,23.3
2023-12-20,0.60,13.7,18.2,22.7
2023-12-21,1.21,12.1,16.9,21.8
2023-12-22,2.27,12.1,17.8,23.5
2023-12-23,19.96,10.7,13.0,15.2
2023-12-24,0.34,7.7,10.3,12.9
2023-12-25,0.00,6.5,10.5,14.5
2023-12-26,0.00,5.1,10.4,15.8
2023-12-27,0.00,4.2,9.9,15.6
2023-12-28,0.00,4.5,10.9,17.4
2023-12-29,0.00,6.4,12.9,19.3
2023-12-30,0.00,7.7,14.3,21.0
2023-12-31,0.00,7.4,14.6,21.8
2024-01-01,0.00,6.2,10.9,15.6
2024-01-02,0.00,6.1,11.2,16.3
2024-01-03,0.00,4.9,10.9,16.8
2024-01-04,0.49,5.0,10.3,15.6
2024-01-05,0.00,4.3,8.4,12.4
2024-01-06,0.00,2.7,7.6,12.4
2024-01-07,0.00,2.2,8.1,13.9
2024-01-08,5.15,-0.3,4.4,9.1
2024-01-09,0.00,-1.0,4.6,10.1
2024-01-10,0.00,-0.4,5.5,11.4
2024-01-11,0.00,-0.3,6.3,12.9
2024-01-12,0.83,0.8,6.6,12.4
2024-01-13,0.00,-0.1,5.9,11.9
2024-01-14,0.00,2.1,8.7,15.3
2024-01-15,0.00,3.7,10.4,17.1
2024-01-16,0.00,4.3,10.9,17.5
2024-01-17,0.00,5.4,12.3,19.2
2024-01-18,0.00,5.8,12.1,18.4
2024-01-19,0.00,8.4,15.4,22.4
2024-01-20,0.00,10.4,16.6,22.9
2024-01-21,0.00,10.0,15.0,20.0
2024-01-22,2.03,8.9,10.9,13.0
2024-01-23,8.60,9.7,12.7,15.6
2024-01-24,15.60,9.9,11.5,13.0
2024-01-25,0.00,9.3,12.3,15.3
2024-01-26,0.00,7.0,11.6,16.2
2024-01-27,0.00,6.3,12.6,18.9
2024-01-28,0.00,8.0,15.2,22.4
2024-01-29,0.00,12.5,17.9,23.3
2024-01-30,0.00,11.9,18.7,25.5
2024-01-31,0.00,11.2,18.4,25.5
2024-02-01,0.00,11.8,18.1,24.4
2024-02-02,18.22,9.7,16.5,23.2
2024-02-03,0.91,6.8,10.8,14.8
2024-02-04,0.00,5.7,10.5,15.2
2024-02-05,0.00,7.6,13.1,18.5
2024-02-06,0.00,10.2,15.9,21.6
2024-02-07,13.44,8.6,13.6,18.7
2024-02-08,1.52,8.0,10.5,13.0
2024-02-09,9.06,3.3,7.4,11.6
2024-02-10,2.72,3.0,8.0,12.9
2024-02-11,0.89,3.0,7.8,12.6
2024-02-12,0.00,2.2,8.3,14.4
2024-02-13,0.00,3.6,10.6,17.7
2024-02-14,0.00,5.3,12.5,19.7
2024-02-15,0.00,5.7,12.5,19.4
2024-02-16,0.00,7.3,14.0,20.8
2024-02-17,0.00,8.1,14.4,20.6
2024-02-18,0.00,8.9,15.4,21.9
2024-02-19,0.00,9.7,16.1,22.5
2024-02-20,0.00,11.6,17.3,23.1
2024-02-21,0.00,11.3,18.1,24.8
2024-02-22,0.54,10.5,15.5,20.4
2024-02-23,0.00,10.2,16.1,22.0
2024-02-24,0.00,11.3,18.1,24.9
2024-02-25,0.00,12.3,18.2,24.1
