"sspi","phenophase_id","species_id","additional_definition","active","startdate","stopdate","intensity_category_id"
407,393,52,"A seed cone is considered ripe when it has turned brown and the scales have spread apart to reveal the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-03-24,2010-04-19,NA
408,393,53,"A seed cone is considered ripe when it has turned brown and the scales have spread apart to reveal the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-03-24,2010-04-19,NA
409,393,54,"A seed cone is considered ripe when it has turned brown and the scales have spread apart to reveal the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-03-24,2010-04-19,NA
410,393,219,"A seed cone is considered ripe when it has turned brown and the scales have spread apart to reveal the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-03-24,2010-04-19,NA
411,393,220,"A seed cone is considered ripe when it has turned brown and the scales have spread apart to reveal the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-03-24,2010-04-19,NA
412,393,295,"A seed cone is considered ripe when it has turned brown and the scales have spread apart to reveal the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-03-24,2010-04-19,NA
413,393,43,"The berry-like seed cones are considered ripe when they have turned dark blue or purple in color, and are often covered with a whitish film that rubs off.",0,2010-03-24,2011-03-20,NA
414,393,44,"The berry-like seed cones are considered ripe when they have turned dark blue or purple in color, and are often covered with a whitish film that rubs off.",0,2010-03-24,2011-03-20,NA
415,393,289,"The berry-like seed cones are considered ripe when they have turned dark blue or purple in color, and are often covered with a whitish film that rubs off.",0,2010-03-24,2011-03-20,NA
416,393,290,"The berry-like seed cones are considered ripe when they have turned dark blue or purple in color, and are often covered with a whitish film that rubs off.",0,2010-03-24,2011-03-20,NA
417,393,291,"The berry-like seed cones are considered ripe when they have turned orange-red in color, and are often covered with a whitish film that rubs off.",0,2010-03-24,2011-03-20,NA
418,393,45,"A seed cone is considered ripe when it has turned brown and the scales have spread apart to reveal the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-03-24,2010-04-19,NA
419,393,296,"A seed cone is considered ripe when it has turned brown and the scales have spread apart to reveal the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-03-24,2010-04-19,NA
420,503,43,"",0,2010-04-05,2011-03-20,NA
421,221,43,"",0,2010-04-05,2011-03-20,NA
422,374,20,"",0,NA,2011-03-20,NA
423,210,20,"",1,NA,NA,NA
424,373,20,"",0,NA,2011-03-20,NA
425,211,20,"",1,NA,NA,NA
426,374,35,"",0,NA,2011-03-20,NA
427,373,35,"",0,NA,2011-03-20,NA
428,206,35,"",1,NA,NA,NA
429,205,35,"",1,NA,NA,NA
430,374,36,"",0,NA,2011-03-20,NA
431,373,36,"",0,NA,2011-03-20,NA
432,206,36,"",1,NA,NA,NA
433,205,36,"",1,NA,NA,NA
434,393,39,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
435,393,40,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
436,393,41,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
437,393,42,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
438,393,46,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
439,393,47,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
440,393,48,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
441,393,49,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
442,393,51,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
443,393,55,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
444,393,56,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
445,393,57,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
446,393,58,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
447,393,25,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
448,393,50,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
449,393,52,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
450,393,53,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
451,393,54,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
452,393,219,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
453,393,220,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
454,393,295,"A seed cone is considered ripe when it has turned brown and the scales have begun to spread apart to release the seeds inside. Do not include cones that have already dropped all of their seeds but remain on the plant.",0,2010-04-20,2011-03-20,NA
